Pre;Post;Sections;Type
DB01;AS01;1;chemical
DA01;DD01;1;chemical
DA01;AS01;1;chemical
DB01;DA01;1;chemical
DB01;AS01;1;chemical
DB01;DA01;1;chemical
DB01;DD01;1;chemical
DB01;AS01;1;chemical
DB01;DA01;1;chemical
DB01;AS01;1;chemical
AS01;dBWMR7;2;chemical
AS01;DB01;1;chemical
AS01;dBWML7;1;chemical
RID;DD01;2;chemical
AS02;dBWMR7;1;chemical
DD01;dBWMR8;1;chemical
DD01;dBWML7;1;chemical
DB01;DA01;1;chemical
DB01;VD02;1;chemical
DB01;DD01;1;chemical
DA02;VD02;1;chemical
DB01;VD02;1;chemical
DB01;DD01;1;chemical
AS02;dBWML7;1;chemical
AS02;VD02;1;chemical
AS02;dBWMR8;1;chemical
AS02;VD02;1;chemical
DA02;dBWMR7;1;chemical
DA02;VD02;1;chemical
DA02;DB01;1;chemical
DA02;dBWMR7;1;chemical
DA02;VD02;1;chemical
AS02;dBWMR7;2;chemical
AS02;VD02;2;chemical
DA02;VD02;1;chemical
DB01;AS01;1;chemical
DB01;VD02;1;chemical
DB01;DD01;1;chemical
AS02;VD02;1;chemical
AS02;VD02;1;chemical
DA02;dBWMR7;1;chemical
DA02;VD02;1;chemical
DB01;DD01;1;chemical
DB01;VD02;1;chemical
DD01;dBWMR8;3;chemical
DB01;dBWMR8;1;chemical
DB01;DD01;1;chemical
DD01;dBWMR8;1;chemical
DB02;DD01;2;chemical
DB02;VD03;2;chemical
DB02;DA02;2;chemical
DA02;VD03;3;chemical
DA03;VD03;1;chemical
DB02;DD01;1;chemical
DB02;VD03;1;chemical
DA02;VD03;2;chemical
DA02;DD01;2;chemical
DB02;VD03;1;chemical
DB02;DA03;1;chemical
DA03;VD03;3;chemical
DA02;VD03;2;chemical
DB01;DD01;1;chemical
DB01;RID;1;chemical
RID;DA02;1;chemical
RID;DD01;1;chemical
DD01;dBWMR8;1;chemical
DD01;dBWMR8;2;chemical
DB01;DA02;1;chemical
DB01;DD01;1;chemical
DD01;DA02;2;chemical
DA02;VD02;1;chemical
DA02;DD01;1;chemical
DB01;VD02;1;chemical
DB01;AS02;1;chemical
AS02;dBWMR8;3;chemical
AS02;VD02;3;chemical
DB01;VD02;2;chemical
AS02;VD02;2;chemical
AS02;VD02;1;chemical
DB01;VD02;2;chemical
DB01;DD01;2;chemical
DB01;VD02;2;chemical
DB01;DD01;2;chemical
DA02;dBWMR8;2;chemical
DA02;VD02;2;chemical
DB01;VD02;1;chemical
DB01;DD01;1;chemical
DA02;VD02;1;chemical
DA02;VD02;1;chemical
DA02;VD02;1;chemical
DA02;VD02;1;chemical
DB01;dBWMR8;1;chemical
DB01;VD02;1;chemical
DB01;AS02;1;chemical
DB01;dBWMR8;1;chemical
DB01;VD02;1;chemical
DB01;VD02;1;chemical
DB01;AS02;1;chemical
AS02;RID;2;chemical
AS02;VD02;2;chemical
AS02;VD02;2;chemical
AS02;VD02;2;chemical
DB01;dBWMR8;2;chemical
DB01;VD02;2;chemical
DB01;DD01;2;chemical
AS02;DD01;1;chemical
DA02;VD02;1;chemical
DD01;VD02;1;chemical
DB01;DD01;1;chemical
DB01;VD02;2;chemical
DB01;DD01;2;chemical
DA02;DD01;1;chemical
AS02;VD02;1;chemical
AS02;DD01;1;chemical
AS02;DB01;1;chemical
AS02;DD01;1;chemical
DB01;dBWMR8;1;chemical
DB01;VD02;1;chemical
DA02;dBWMR8;1;chemical
DA02;VD02;1;chemical
DB01;DD01;1;chemical
DA02;DD01;1;chemical
DA02;AS02;1;chemical
DA02;VD03;2;chemical
DB02;VD03;2;chemical
DA02;VD03;1;chemical
DA02;VD03;1;chemical
DA02;DA03;1;chemical
AS04;VD03;3;chemical
DB01;VD03;1;chemical
DA03;VD03;2;chemical
DB01;DD01;1;chemical
AS04;VD03;3;chemical
DB02;VD03;1;chemical
DB01;DD01;1;chemical
DB01;VD03;1;chemical
DA03;VD03;3;chemical
DA03;VD03;2;chemical
AS04;VD03;3;chemical
AS04;VD03;1;chemical
AS04;DA03;1;chemical
AS04;DB02;1;chemical
DA03;VD03;1;chemical
AS04;VD03;1;chemical
AS04;DB02;1;chemical
DA03;VD03;2;chemical
AS04;VD03;1;chemical
DB02;VD03;1;chemical
DA03;VD03;2;chemical
AS04;DD01;1;chemical
AS04;VD03;1;chemical
AS04;DD01;1;chemical
AS04;VD03;1;chemical
AS04;DA03;1;chemical
DA03;VD03;2;chemical
DB02;AS04;1;chemical
DB02;VD03;1;chemical
DB02;DA03;1;chemical
AS04;VD03;1;chemical
DB02;AS04;1;chemical
DB02;VD03;1;chemical
DB02;DA02;1;chemical
AS04;VD03;1;chemical
AS04;VD03;1;chemical
DA03;VD03;1;chemical
DA03;VD03;1;chemical
DA03;VD03;1;chemical
AS04;VD03;1;chemical
AS04;VD03;1;chemical
DB02;AS04;1;chemical
DA03;VD03;1;chemical
DB02;VD03;2;chemical
DB02;AS04;2;chemical
DA03;VD03;1;chemical
AS04;VD03;2;chemical
DB02;VD03;1;chemical
DA03;VD03;1;chemical
AS04;VD03;2;chemical
DA03;VD03;1;chemical
DA03;VD03;1;chemical
DB02;AS04;1;chemical
DB02;DA03;1;chemical
DB02;VD03;1;chemical
DA03;VD03;1;chemical
DA03;VD03;2;chemical
DB02;VD03;1;chemical
DB02;DA03;1;chemical
DD02;VD03;1;chemical
RID;hyp;1;chemical
AS03;VD03;1;chemical
AS03;DA03;1;chemical
DA03;VD03;2;chemical
DB02;VD03;2;chemical
DD02;DA03;1;chemical
DA03;VD03;2;chemical
DA03;DD02;2;chemical
DB02;DD02;2;chemical
DB02;VD03;2;chemical
DB02;VD03;1;chemical
DB02;DA03;1;chemical
DA03;VD03;2;chemical
DB02;DD02;3;chemical
DB02;VD03;3;chemical
DB02;VD03;1;chemical
DA03;VD03;2;chemical
DA03;DD02;1;chemical
DB02;VD03;2;chemical
DA03;VD03;3;chemical
DB02;VD03;1;chemical
DA03;VD04;3;chemical
DA03;VD03;3;chemical
DB02;DD02;2;chemical
DB02;VD04;2;chemical
DB02;DD02;1;chemical
DB02;VD03;1;chemical
DD02;DA03;1;chemical
RID;DD02;1;chemical
DB02;VD04;1;chemical
DB02;DA03;1;chemical
DA03;VD04;1;chemical
DA03;VD04;4;chemical
DD02;VD04;1;chemical
DB02;VD04;1;chemical
AS04;VD04;1;chemical
AS04;VD04;1;chemical
AS04;VD04;2;chemical
DA03;VD04;1;chemical
DB02;VD04;2;chemical
RID;hyp;1;chemical
DA03;AS04;1;chemical
AS04;VD04;2;chemical
AS04;DD02;2;chemical
AS04;VD04;1;chemical
AS04;VD04;2;chemical
AS04;VD04;2;chemical
DB03;AS04;1;chemical
DB03;VD04;1;chemical
DA04;VD04;2;chemical
DB02;DD02;1;chemical
DB02;VD04;1;chemical
DB02;DD02;2;chemical
DB02;DD02;1;chemical
DB02;VD04;1;chemical
DB02;VD04;1;chemical
DB02;VD04;1;chemical
DB02;DA04;1;chemical
DB02;VD04;1;chemical
DA03;AS04;1;chemical
DB02;DD02;2;chemical
DB02;VD04;2;chemical
DB02;DA03;2;chemical
DA03;VD04;2;chemical
DA03;VD04;1;chemical
DA03;DB03;1;chemical
DA03;DA04;1;chemical
DA04;DB02;2;chemical
DA04;VD04;2;chemical
DA03;DB03;1;chemical
DA03;VD04;1;chemical
DA03;DA04;1;chemical
DA04;VD04;1;chemical
DB03;VD04;1;chemical
DB03;VD04;2;chemical
DA04;VD04;1;chemical
DA04;VD04;1;chemical
DB03;VD04;2;chemical
AS04;VD04;3;chemical
DB02;AS04;1;chemical
DB02;VD04;1;chemical
AS04;VD04;1;chemical
AS04;VD04;1;chemical
AS04;VD04;1;chemical
DB03;AS04;1;chemical
DB03;VD04;1;chemical
AS04;VD04;1;chemical
DB03;DD02;1;chemical
AS04;DD02;1;chemical
AS04;VD04;1;chemical
DA04;DD02;2;chemical
DA04;VD04;2;chemical
DA04;DD02;1;chemical
AS04;DD02;1;chemical
AS04;VD04;1;chemical
RID;DD02;1;chemical
DB03;DD02;1;chemical
DB03;VD04;1;chemical
DA04;VD04;1;chemical
DA04;VD04;1;chemical
DA04;VD05;1;chemical
DB03;d-blue-43;1;chemical
DB03;VD05;1;chemical
DB03;VD05;1;chemical
RID;VD05;1;chemical
RID;d-blue-43;1;chemical
DB03;VD05;1;chemical
AS05;VD05;1;chemical
DA04;VD05;1;chemical
DB03;d-blue-43;1;chemical
DB03;VD05;1;chemical
DA04;VD05;1;chemical
AS05;VD05;1;chemical
DB03;VD05;2;chemical
AS05;VD05;2;chemical
DA04;VD05;1;chemical
DB03;d-blue-43;1;chemical
DB03;VD05;1;chemical
DB03;d-blue-43;1;chemical
DB03;VD05;1;chemical
DB03;DA04;1;chemical
DB03;VD05;2;chemical
DB03;AS05;1;chemical
DB03;VD05;1;chemical
DB03;DA04;1;chemical
DA04;VD05;2;chemical
DA04;VD05;1;chemical
DA04;VD05;1;chemical
DB03;DD02;1;chemical
DB03;VD05;1;chemical
DB03;DA04;1;chemical
DA04;DD02;1;chemical
DA04;VD05;1;chemical
DB03;VD04;1;chemical
DB03;VD05;1;chemical
DA05;DA04;1;chemical
DB03;d-blue-43;2;chemical
DB03;VD05;1;chemical
AS05;VD05;1;chemical
DA04;VD05;4;chemical
DB03;VD05;2;chemical
DB03;d-blue-43;1;chemical
DB03;VD05;1;chemical
DA04;VD05;2;chemical
DB03;d-blue-43;1;chemical
DB03;VD05;1;chemical
DB03;VD05;1;chemical
AS05;VD05;1;chemical
AS05;VD05;1;chemical
AS05;VD05;1;chemical
DA04;VD05;1;chemical
DB03;VD05;1;chemical
DB03;DA04;1;chemical
DB03;VD05;1;chemical
DB03;d-blue-43;1;chemical
DB03;VD05;1;chemical
DB03;VD05;1;chemical
DB03;VD05;1;chemical
DA04;VD05;1;chemical
DA05;VD05;1;chemical
DB03;VD05;1;chemical
DB03;d-blue-43;1;chemical
DB03;VD05;1;chemical
RID;hyp;1;chemical
AS05;AS05;3;chemical
AS05;VD05;3;chemical
AS05;d-blue-43;1;chemical
DA05;VD06;1;chemical
DB03;VD06;1;chemical
DB03;VD06;1;chemical
DA05;VD06;1;chemical
DA05;VD06;1;chemical
DA05;VD06;1;chemical
DB04;VD06;1;chemical
DB04;DA05;1;chemical
DA05;VD06;1;chemical
DB03;VD06;1;chemical
DA05;VD06;1;chemical
DB04;VD06;1;chemical
DA05;VD06;1;chemical
DB04;VD06;1;chemical
DA05;VD06;1;chemical
DA05;VD06;2;chemical
AS06;VD06;2;chemical
AS06;VD06;1;chemical
AS06;VD06;1;chemical
AS06;VD06;1;chemical
AS06;VD06;2;chemical
DB04;AS06;2;chemical
DB04;VD06;2;chemical
DB03;d-blue-43;1;chemical
DB03;VD06;1;chemical
DB04;d-blue-43;1;chemical
DB04;VD06;1;chemical
RID;d-blue-43;1;chemical
DB03;d-blue-43;1;chemical
DB03;DA05;1;chemical
AS06;DB04;1;chemical
AS06;d-blue-43;1;chemical
DB04;d-blue-43;1;chemical
DB04;VD06;1;chemical
AS06;VD06;6;chemical
DB04;VD06;1;chemical
DB04;d-blue-43;2;chemical
DB04;VD06;2;chemical
AS06;VD06;1;chemical
AS06;VD06;2;chemical
DB04;VD06;1;chemical
DA05;VD06;2;chemical
DB04;VD06;1;chemical
DB04;DA05;1;chemical
DA05;VD06;2;chemical
DA05;VD06;1;chemical
DA05;VD06;1;chemical
AS06;VD06;1;chemical
AS06;DA05;1;chemical
RID;hyp;1;chemical
DA05;VD06;2;chemical
DA05;VD06;2;chemical
DA05;VD06;1;chemical
AS06;VD06;2;chemical
AS06;d-blue-43;2;chemical
DB04;d-blue-43;1;chemical
DB04;VD06;1;chemical
DB04;DA05;1;chemical
DB04;d-blue-43;2;chemical
DB04;d-blue-43;1;chemical
DB04;VD06;1;chemical
DA05;VD06;1;chemical
DB04;d-blue-43;1;chemical
RMGR;OLLR;1;chemical
RMHL;RMDDL;2;chemical
RMHL;dBWMR5;2;chemical
RMDDL;dBWMR5;1;chemical
SMBDR;dBWMR1;3;chemical
SMBDR;dBWMR2;3;chemical
SMBDR;SMBDL;3;chemical
RIAR;RMDDL;1;chemical
AVKL;RMDL;1;chemical
VB02;VA02;1;chemical
VB02;VD02;1;chemical
VD02;vBWML9;1;chemical
VA01;DD01;1;chemical
VA01;vBWMR7;1;chemical
DB01;DA02;1;chemical
DB01;DD01;1;chemical
SAAVL;VD01;1;chemical
AVAR;AVDR;1;chemical
AVAR;VA06;1;chemical
AIYL;AIZL;1;chemical
AIYL;RIAL;1;chemical
AIYL;RIAL;1;chemical
AIYL;RIH;1;chemical
AIYL;AIZL;6;chemical
AIYL;RIAL;6;chemical
AIYL;RIBL;6;chemical
AIYL;AWAL;6;chemical
ASHL;RIAL;1;chemical
ASHL;ADFL;1;chemical
AIYL;RIAL;1;chemical
AIYL;AIZL;1;chemical
AIZL;SMBDL;1;chemical
AIZL;RIAL;1;chemical
AINL;AFDR;2;chemical
AINL;ASIL;2;chemical
VD01;vBWML8;1;chemical
VD01;VB01;1;chemical
VD01;vBWML8;1;chemical
AVDL;SABVR;2;chemical
AVDL;SABD;2;chemical
AVDL;AVEL;2;chemical
AVDR;AVAR;1;chemical
AVDR;AVAR;1;chemical
AVDR;SABVL;1;chemical
AVDR;AVAR;1;chemical
AVDR;SABVL;1;chemical
FLPL;ADER;3;chemical
FLPL;AVAL;3;chemical
AVJL;RIS;1;chemical
AVJL;PVCR;1;chemical
FLPR;AVDL;2;chemical
FLPR;AVAL;2;chemical
FLPR;AVDL;1;chemical
FLPR;FLPL;1;chemical
FLPR;ADAR;1;chemical
FLPR;AVDL;1;chemical
FLPR;AVAL;1;chemical
FLPR;AVEL;5;chemical
FLPR;AVBL;5;chemical
AVJL;AVBL;2;chemical
AVJL;PVCL;2;chemical
AVJL;PVNR;2;chemical
PVCL;AVBL;1;chemical
PVCL;AVDL;1;chemical
FLPR;AVEL;7;chemical
FLPR;AVBL;7;chemical
FLPR;AVBL;9;chemical
FLPR;AVDL;9;chemical
AVM;AVDR;1;chemical
AVM;AVBR;1;chemical
AVM;PVCL;1;chemical
FLPR;AVDR;3;chemical
FLPR;AVBR;3;chemical
FLPR;AVBR;4;chemical
FLPR;AVER;4;chemical
FLPR;AVDR;1;chemical
FLPR;AVBR;1;chemical
FLPR;AVBR;1;chemical
FLPR;AVER;1;chemical
ADAL;SMDVR;1;chemical
VA03;VD03;1;chemical
AVBL;AVDR;1;chemical
AVBL;AVER;1;chemical
PVNR;VD03;1;chemical
AVKL;hyp;1;chemical
AVDL;DA03;1;chemical
AVDL;AVAR;1;chemical
AVAL;DA03;1;chemical
AVAL;hyp;1;chemical
PVPL;hyp;1;chemical
PDEL;DVA;1;chemical
AVG;VA06;1;chemical
AVG;PVCR;1;chemical
AVG;AVAR;1;chemical
PVR;PVR;1;chemical
PVR;DB03;1;chemical
PVR;PVCL;1;chemical
VC03;VD05;1;chemical
AIZL;RIAL;2;chemical
AIZL;SMBDL;2;chemical
AIZL;SMBVL;2;chemical
ADFR;SMBDR;1;chemical
ADFR;RIAR;1;chemical
ASHR;ADFR;2;chemical
ASHR;RIAR;2;chemical
ASHR;ADAR;2;chemical
HSNR;RIFR;1;chemical
RIFR;RIAR;1;chemical
RIFR;RIMR;1;chemical
ADAR;RIMR;1;chemical
ADAR;AVEL;1;chemical
ADAR;AIBL;1;chemical
RIMR;AVBL;2;chemical
RIMR;AVBR;2;chemical
AVM;BDUR;2;chemical
AVM;PVCR;2;chemical
FLPL;AVBR;1;chemical
FLPR;AVAL;3;chemical
FLPR;AVAR;3;chemical
BDUR;AVHL;2;chemical
BDUR;AVAL;2;chemical
PVCL;VB04;2;chemical
PVCL;DB02;2;chemical
CEPVR;vBWMR8;1;chemical
CEPVR;vBWMR5;1;chemical
CEPVR;vBWMR8;1;chemical
CEPVR;vBWMR5;1;chemical
VD01;VA01;1;chemical
RID;DB01;1;chemical
DA05;DB04;1;chemical
PVM;DVA;1;chemical
PVM;AVKL;1;chemical
PVCR;AVAL;1;chemical
AVAL;PVCR;1;chemical
AVAR;AVAL;1;chemical
AVAR;VA06;1;chemical
AVAR;AVAL;1;chemical
AVAR;VA06;1;chemical
AVAL;DA05;1;chemical
AVAL;VA06;1;chemical
VC05;PVT;1;chemical
VC05;DVC;1;chemical
PDEL;DVA;1;chemical
PDER;DVA;1;chemical
PDER;AVKL;1;chemical
PVNL;AVBR;1;chemical
PVNL;AVJR;1;chemical
VC05;DVC;1;chemical
VC05;AVFL;1;chemical
AVFL;AVG;1;chemical
AVFL;AVHL;1;chemical
AVFL;AVFR;1;chemical
AVFL;AVFR;1;chemical
AVFL;AVHL;1;chemical
AVFR;AVFL;1;chemical
AVFR;AVHL;1;chemical
AVFR;PVCR;1;chemical
AVFR;AVAL;1;chemical
PVNR;PVT;1;chemical
PVNR;VD07;1;chemical
PVCL;DB04;1;chemical
VB06;VD07;1;chemical
VA08;VD07;1;chemical
VB06;VA08;1;chemical
VA08;VB06;1;chemical
VB06;VA08;1;chemical
VB06;VD07;1;chemical
HSNR;VC05;1;chemical
PVNR;HSNR;1;chemical
PVNR;AVJL;1;chemical
PVNL;AVJR;1;chemical
PVNL;AVJL;1;chemical
VC05;AVFR;1;chemical
VC03;HSNR;1;chemical
AVHL;AVFL;1;chemical
AVHL;AVFR;1;chemical
HSNR;VA06;2;chemical
HSNR;DA05;2;chemical
AVBL;AVAR;1;chemical
AVBL;DA05;1;chemical
VB06;VD07;2;chemical
PDER;DVA;1;chemical
PDER;AVKL;1;chemical
CEPDR;dBWMR3;1;chemical
CEPDR;RMHL;1;chemical
ADAR;AVBR;2;chemical
ADAR;AVDL;2;chemical
ADEL;RIFL;1;chemical
ADEL;BDUL;1;chemical
ADEL;RMDL;1;chemical
URYVL;RMDDL;1;chemical
URYVL;IL1VL;1;chemical
URYDL;RMDVL;1;chemical
URXR;RIGR;1;chemical
URXL;RMGL;1;chemical
URXL;RIGL;1;chemical
URBR;URXR;2;chemical
URBR;SIAVR;2;chemical
URBR;SIADL;2;chemical
ADER;RIGL;1;chemical
ADEL;RIGR;2;chemical
ADEL;RIGL;2;chemical
ADEL;ADER;1;chemical
ADEL;RIGR;1;chemical
ADER;AVAL;1;chemical
ADER;RIGL;1;chemical
ADER;AVAR;1;chemical
ADER;RIGL;1;chemical
URBR;URXR;4;chemical
URBR;IL1R;4;chemical
URADR;dBWMR1;1;chemical
URADR;IL1DR;1;chemical
URADR;RIPR;1;chemical
SMDDL;RIAR;1;chemical
SMDDL;RIVR;1;chemical
RIH;IL2VL;1;chemical
RIH;RIPL;1;chemical
RIH;RMER;1;chemical
RIH;OLQVR;1;chemical
SAAVR;AVAR;1;chemical
ADFR;SMBDR;1;chemical
ADFR;RIAR;1;chemical
ADFR;AVHL;1;chemical
ADFR;RIR;1;chemical
ADLL;ALA;1;chemical
ADLL;ALA;1;chemical
ADLR;OLLR;1;chemical
ADLR;URBR;1;chemical
ADLR;RICL;1;chemical
AIAL;ASHL;1;chemical
AIAL;ADAL;1;chemical
AIAL;AIBL;1;chemical
AIAR;AIBR;1;chemical
VB01;SAADL;1;chemical
AIAR;ASGR;1;chemical
AIAR;AWCR;1;chemical
AIBL;FLPL;1;chemical
AIBL;AVAL;1;chemical
RIML;AVBL;1;chemical
AIMR;ASGR;1;chemical
AIMR;AIAR;1;chemical
AIMR;ASGR;1;chemical
AIYL;AIZL;1;chemical
AIZL;AVER;1;chemical
AIZL;DVA;1;chemical
AIZL;RIAL;1;chemical
AIZR;SMBDR;2;chemical
AIZR;RIAR;2;chemical
AIZR;SMBDR;1;chemical
ALNR;SMDDR;1;chemical
ALNR;SAAVR;1;chemical
RIFL;AVBL;1;chemical
ASKL;AIAL;1;chemical
ASHR;ADFR;1;chemical
ASHR;RIAR;1;chemical
ASHR;ADAR;1;chemical
ASIR;AWAR;1;chemical
ASIL;ASKL;1;chemical
ADLL;AIBL;1;chemical
ADLL;ADAL;1;chemical
ASKL;AIAL;1;chemical
ASKL;AIAL;1;chemical
ASKL;AIML;1;chemical
ASKR;AIAR;1;chemical
AVFL;PVQL;1;chemical
AVFL;AVFR;1;chemical
AVFR;HSNR;1;chemical
AVFR;HSNL;1;chemical
AVHL;BDUR;1;chemical
AVHL;AVBL;1;chemical
AVJL;AVBR;1;chemical
AVM;AVBR;1;chemical
AVM;PVCR;1;chemical
AVM;BDUR;1;chemical
AVM;BDUR;1;chemical
AVM;BDUR;1;chemical
AWAL;AIZL;1;chemical
AWAL;ASEL;1;chemical
AWAL;AIYL;1;chemical
AWBR;HSNL;1;chemical
AWBR;AIZR;1;chemical
AWBR;RIR;1;chemical
AWBR;AVBR;1;chemical
AWBR;ASHR;1;chemical
BAGR;RIBL;1;chemical
BDUL;AVJR;1;chemical
BDUL;PVNR;1;chemical
BDUR;AVBR;1;chemical
BDUR;HSNR;1;chemical
BDUR;AVJL;1;chemical
CEPDL;URYDL;5;chemical
CEPDL;RMDVL;5;chemical
RIS;RIBR;1;chemical
RIS;AVEL;1;chemical
RIS;RIBR;1;chemical
RMEV;RMDDL;1;chemical
RMEV;dBWMR7;1;chemical
CEPDR;RICL;1;chemical
CEPDR;RMHR;1;chemical
CEPDR;RICR;1;chemical
CEPDR;RICL;1;chemical
CEPDR;RMGR;1;chemical
CEPDR;RMDR;1;chemical
CEPVL;RMDDL;1;chemical
CEPVL;OLLL;1;chemical
FLPL;AVAL;1;chemical
FLPL;AVAR;1;chemical
FLPL;AVAL;1;chemical
FLPL;ADEL;2;chemical
FLPL;AVAL;2;chemical
FLPL;ADEL;1;chemical
FLPL;AVAL;1;chemical
FLPR;AVAL;1;chemical
FLPR;AVAR;1;chemical
FLPR;ADAL;1;chemical
FLPR;DVA;1;chemical
FLPR;VB01;1;chemical
HSNL;AVFL;2;chemical
HSNL;RIFL;2;chemical
HSNL;RIML;2;chemical
HSNR;RMGR;1;chemical
HSNR;RMDDR;1;chemical
IL1R;URXR;1;chemical
IL1R;RMDL;1;chemical
PVPL;RIR;1;chemical
PVPL;AVHR;1;chemical
ADFR;RIAR;2;chemical
ADFR;ASHR;2;chemical
AIBL;RIFL;1;chemical
AIBL;RIML;1;chemical
AIBL;ASHL;1;chemical
IL2DL;IL1DL;1;chemical
IL2DL;RIBL;1;chemical
IL2VL;RMEL;1;chemical
OLLR;CEPVR;1;chemical
OLLR;AVEL;1;chemical
OLLR;CEPVR;1;chemical
OLLR;AVEL;1;chemical
PVCR;AVBR;1;chemical
PVCR;AQR;1;chemical
PVCR;PVPR;1;chemical
PVCR;PVCL;1;chemical
PVCR;RID;1;chemical
PVCR;SIBVR;1;chemical
PVPL;AVBR;1;chemical
PVQL;ASKL;1;chemical
PVQL;AIAL;1;chemical
CEPVL;SMDVR;1;chemical
CEPVL;RIAL;1;chemical
RIAL;SMDVR;1;chemical
RIAL;RIAR;1;chemical
RIAL;RMDL;1;chemical
RIAR;RMDDR;1;chemical
RIAR;RMDL;1;chemical
RIAR;SMDVL;1;chemical
RIAR;SAADR;1;chemical
RIAR;SMDVR;1;chemical
RIBL;AVER;1;chemical
RIBL;URYDL;1;chemical
RIBR;AVEL;1;chemical
RICL;AVAL;1;chemical
RICL;AVAR;1;chemical
RICL;SMDVR;1;chemical
RICL;RIML;1;chemical
RICL;RIVR;1;chemical
RIMR;RMDL;1;chemical
RIS;RIBR;1;chemical
RIS;AVEL;1;chemical
RIS;RMDR;1;chemical
RIS;RIBL;1;chemical
SMBDR;RIVL;1;chemical
RIVR;RIAR;1;chemical
RIVR;SMDDL;1;chemical
RMDR;RIMR;1;chemical
RIMR;RMDR;1;chemical
RIMR;RMDR;1;chemical
RMFL;RMDR;1;chemical
RMFL;AVKL;1;chemical
RMGL;URXL;1;chemical
RMGL;ADAL;1;chemical
RMGR;IL2DR;1;chemical
RMGR;ALNR;1;chemical
SAAVR;RIML;1;chemical
SAAVR;AVAR;1;chemical
ADAL;AIBR;1;chemical
ADAL;RIML;1;chemical
ADAL;AIBR;1;chemical
ADAL;RIML;1;chemical
ADAL;AVBR;1;chemical
ADEL;AVAR;1;chemical
FLPL;AVDL;1;chemical
FLPL;AVAL;1;chemical
RIFL;AVBL;1;chemical
RIFL;AVJR;1;chemical
RIFL;AVBL;1;chemical
RIFL;PVPL;1;chemical
DB01;AS01;2;chemical
DB01;VD02;2;chemical
DA02;dBWML7;1;chemical
DA02;dBWMR8;1;chemical
DA02;VD02;1;chemical
DA02;DD01;1;chemical
DA02;DD01;1;chemical
AS04;VD02;1;chemical
AS04;VD03;1;chemical
DB02;VD03;1;chemical
DB02;DA03;1;chemical
DB02;DD02;1;chemical
DB02;VD03;1;chemical
DB02;DA03;1;chemical
DB02;VD03;1;chemical
DB02;DA03;1;chemical
SAAVR;RIML;1;chemical
SAAVR;AVAR;3;chemical
SAAVR;SMDDL;3;chemical
RIML;SAAVR;2;chemical
RIML;SAAVR;5;chemical
RIML;SMDDL;5;chemical
RIML;RIML;5;chemical
SAAVR;AVAR;3;chemical
SAAVR;SMDDL;3;chemical
FLPL;AVBR;1;chemical
OLQDL;SIBDL;1;chemical
OLQDL;RMDDL;1;chemical
RMDDR;dBWML2;1;chemical
RMDDR;dBWML2;1;chemical
RMHL;dBWMR4;1;chemical
CEPDR;dBWMR5;1;chemical
CEPDR;dBWMR5;1;chemical
RMER;vBWML4;1;chemical
RMER;dBWML3;1;chemical
RIML;dBWMR5;1;chemical
RIML;RMDL;1;chemical
RMDVR;vBWMR3;1;chemical
RMGR;vBWMR8;1;chemical
RMGR;RMDR;1;chemical
RMGR;vBWMR8;1;chemical
VD01;VA01;2;chemical
VD01;vBWML7;2;chemical
VD01;VB01;2;chemical
SMDVR;RMDVR;1;electrical
SAAVR;DVA;1;electrical
SMBVL;SAAVR;5;electrical
RIH;AIZL;1;electrical
AVM;ALML;5;electrical
AVM;ALMR;16;electrical
SMBVL;SIBVL;2;electrical
SMBVR;AVKR;2;electrical
PVR;BDUR;3;electrical
ASEL;AFDR;2;electrical
AVM;ALML;2;electrical
PVQL;ASKL;1;electrical
HSNR;ASKR;2;electrical
RIS;RIML;2;electrical
SAAVR;AVAR;1;electrical
RMEV;GLRVL;4;electrical
RIML;AVEL;5;electrical
RIML;AVEL;2;electrical
RMDL;RIML;1;electrical
OLQVR;CEPVR;1;electrical
RMDVL;OLQVR;2;electrical
ASKR;AIBR;2;electrical
ASKR;AIBR;1;electrical
ADLR;ADLL;6;electrical
ASKR;ASKL;1;electrical
OLLR;OLLL;1;electrical
ASHR;ASHL;3;electrical
SAAVL;RMDVL;3;electrical
SMBDR;ALNL;1;electrical
RID;ALA;1;electrical
AVER;ALA;3;electrical
RID;ALA;1;electrical
RID;ALA;1;electrical
RIGL;AIBR;2;electrical
PVPL;AQR;2;electrical
AVAL;ALA;1;electrical
RIBR;RIBL;6;electrical
PVQL;ASKL;5;electrical
URXR;IL2R;2;electrical
PVR;ALMR;3;electrical
PVR;ALML;2;electrical
HSNR;ALA;1;electrical
RMDVR;RMDDR;2;electrical
RMDVR;RMDDR;3;electrical
RMDVR;AVER;7;electrical
PVPL;AQR;1;electrical
PVPL;AQR;10;electrical
URYVR;AVAL;2;electrical
ASJL;ALA;2;electrical
URXR;RMGR;1;electrical
ASKR;ASKL;8;electrical
ASJR;ASJL;7;electrical
AVHL;ASKL;7;electrical
RMGR;AWBR;1;electrical
AVHL;ASKL;1;electrical
ASKL;AIBL;1;electrical
RIH;ADFR;1;electrical
RIMR;AVER;2;electrical
RIR;BAGR;4;electrical
PVQL;ASJL;1;electrical
URYDR;AVAR;4;electrical
IL1R;IL1DR;6;electrical
IL1DR;IL1DL;2;electrical
IL1VR;IL1R;2;electrical
RMDVR;IL1DR;1;electrical
GLRDR;CEPDR;2;electrical
